,WELLNUM,DEPTH,DTC,DTS,BS,CALI,DEN,DENC,GR,NEU,PEF,RDEP,RMED,ROP,PHIF,SW,VSH
170648,5,601.3779,,,,,,,,,,,,,,,
170649,5,601.7061,,,,,,,,,,,,,,,
170650,5,602.0341,,,,,,,,,,,,,,,
170651,5,602.3622,,,,,,,,,,,,,,,
170652,5,602.6903,,,,,,,,,,,,,,,
170653,5,603.0184,,,,,,,,,,,,,,,
170654,5,603.3464,,,,,,,,,,,,,,,
170655,5,603.6746,,,,,,,,,,,,,,,
170656,5,604.0026,,,,,,,,,,,,,,,
170657,5,604.3307,,,,,,,,,,,,,,,
170658,5,604.6588,,,,,,,,,,,,,,,
170659,5,604.9869,,,,,,,,,,,,,,,
170660,5,605.3149,,,,,,,,,,,,,,,
170661,5,605.6431,,,,,,,,,,,,,,,
170662,5,605.9711,,,,,,,,,,,,,,,
170663,5,606.2992,,,,,,,,,,,,,,,
170664,5,606.6273,,,,,,,,,,,,,,,
170665,5,606.9554,,,,,,,,,,,,,,,
170666,5,607.2834,,,,,,,,,,,,,,,
170667,5,607.6116,,,,,,,,,,,,,,,
170668,5,607.9396,,,,,,,,,,,,,,,
170669,5,608.2677,,,,,,,,,,,,,,,
170670,5,608.5958,,,,,,,,,,,,,,,
170671,5,608.9239,,,,,,,,,,,,,,,
170672,5,609.252,,,,,,,,,,,,,,,
170673,5,609.5801,,,,,,,,,,,,,,,
170674,5,609.9081,,,,,,,,,,,,,,,
170675,5,610.2362,,,,,,,,,,,,,,,
170676,5,610.5643,,,,,,,,,,,,,,,
170677,5,610.8924,,,,,,,,,,,,,,,
170678,5,611.2205,,,,,,,,,,,,,,,
170679,5,611.5486,,,,,,,,,,,,,,,
170680,5,611.8766,,,,,,,,,,,,,,,
170681,5,612.2047,,,,,,,,,,,,,,,
170682,5,612.5328,,,,,,,,,,,,,,,
170683,5,612.8609,,,,,,,,,,,,,,,
170684,5,613.189,,,,,,,,,,,,,,,
170685,5,613.5171,,,,,,,,,,,,,,,
170686,5,613.8452,,,,,,,,,,,,,,,
170687,5,614.1732,,,,,,,,,,,,,,,
170688,5,614.5013,,,,,,,,,,,,,,,
170689,5,614.8294,,,,,,,,,,,,,,,
170690,5,615.1575,,,,,,,,,,,,,,,
170691,5,615.4855,,,,,,,,,,,,,,,
170692,5,615.8137,,,,,,,,,,,,,,,
170693,5,616.1417,,,,,,,,,,,,,,,
170694,5,616.4698,,,,,,,,,,,,,,,
170695,5,616.7979,,,,,,,,,,,,,,,
170696,5,617.126,,,,,,,,,,,,,,,
170697,5,617.454,,,,,,,,,,,,,,,
170698,5,617.7822,,,,,,,,,,,,,,,
170699,5,618.1102,,,,,,,,,,,,,,,
170700,5,618.4383,,,36.0,,,,4.3,,,,,,,,
170701,5,618.7664,,,36.0,,,,3.8,,,,,,,,
170702,5,619.0945,,,36.0,,,,4.3,,,,,,,,
170703,5,619.4225,,,36.0,,,,4.6,,,,,,,,
170704,5,619.7507,,,36.0,,,,4.6,,,,,,,,
170705,5,620.0787,,,36.0,,,,4.3,,,,,,,,
170706,5,620.4068,,,36.0,,,,3.8,,,,,,,,
170707,5,620.7349,,,36.0,,,,4.1,,,,,,,,
170708,5,621.063,,,36.0,,,,4.3,,,,,,,,
170709,5,621.3911,,,36.0,,,,5.2,,,,,,,,
170710,5,621.7192,,,36.0,,,,5.7,,,,,,,,
170711,5,622.0472,,,36.0,,,,5.3,,,,,,,,
170712,5,622.3753,,,36.0,,,,4.6,,,,,,,,
170713,5,622.7034,,,36.0,,,,3.5,,,,,,,,
170714,5,623.0315,,,36.0,,,,4.5,,,,,,,,
170715,5,623.3596,,,36.0,,,,5.1,,,,,,,,
170716,5,623.6877,,,36.0,,,,4.1,,,,,,,,
170717,5,624.0157,,,36.0,,,,4.0,,,,,,,,
170718,5,624.3438,,,36.0,,,,5.1,,,,,,,,
170719,5,624.6719,,,36.0,,,,5.7,,,,,,,,
170720,5,625.0,,,36.0,,,,,,,,,,,,
170721,5,625.3281,,,36.0,,,,,,,,,,,,
170722,5,625.6562,,,36.0,,,,,,,,,,,,
170723,5,625.9843,,,36.0,,,,,,,,,,,,
170724,5,626.3123,,,36.0,,,,,,,,,,,,
170725,5,626.6404,,,36.0,,,,,,,,,,,,
170726,5,626.9685,,,36.0,,,,,,,,,,,,
170727,5,627.2966,,,36.0,,,,,,,,,,,,
170728,5,627.6247,,,36.0,,,,,,,,,,,,
170729,5,627.9528,,,36.0,,,,,,,,,,,,
170730,5,628.2808,,,36.0,,,,,,,,,,,,
170731,5,628.6089,,,36.0,,,,,,,,,,,,
