,WELLNUM,DEPTH,DTC,DTS,BS,CALI,DEN,DENC,GR,NEU,PEF,RDEP,RMED,ROP,PHIF,SW,VSH
206438,6,601.3779,,,,,,,,,,,,,,,
206439,6,601.7061,,,,,,,,,,,,,,,
206440,6,602.0341,,,,,,,,,,,,,,,
206441,6,602.3622,,,,,,,,,,,,,,,
206442,6,602.6903,,,,,,,,,,,,,,,
206443,6,603.0184,,,,,,,,,,,,,,,
206444,6,603.3464,,,,,,,,,,,,,,,
206445,6,603.6746,,,,,,,,,,,,,,,
206446,6,604.0026,,,,,,,,,,,,,,,
206447,6,604.3307,,,,,,,,,,,,,,,
206448,6,604.6588,,,,,,,,,,,,,,,
206449,6,604.9869,,,,,,,,,,,,,,,
206450,6,605.3149,,,,,,,,,,,,,,,
206451,6,605.6431,,,,,,,,,,,,,,,
206452,6,605.9711,,,,,,,,,,,,,,,
206453,6,606.2992,,,,,,,,,,,,,,,
206454,6,606.6273,,,,,,,,,,,,,,,
206455,6,606.9554,,,,,,,,,,,,,,,
206456,6,607.2834,,,,,,,,,,,,,,,
206457,6,607.6116,,,,,,,,,,,,,,,
206458,6,607.9396,,,,,,,,,,,,,,,
206459,6,608.2677,,,,,,,,,,,,,,,
206460,6,608.5958,,,,,,,,,,,,,,,
206461,6,608.9239,,,,,,,,,,,,,,,
206462,6,609.252,,,,,,,,,,,,,,,
206463,6,609.5801,,,,,,,,,,,,,,,
206464,6,609.9081,,,,,,,,,,,,,,,
206465,6,610.2362,,,,,,,,,,,,,,,
206466,6,610.5643,,,,,,,,,,,,,,,
206467,6,610.8924,,,,,,,,,,,,,,,
206468,6,611.2205,,,,,,,,,,,,,,,
206469,6,611.5486,,,,,,,,,,,,,,,
206470,6,611.8766,,,,,,,,,,,,,,,
206471,6,612.2047,,,,,,,,,,,,,,,
206472,6,612.5328,,,,,,,,,,,,,,,
206473,6,612.8609,,,,,,,,,,,,,,,
206474,6,613.189,,,,,,,,,,,,,,,
206475,6,613.5171,,,,,,,,,,,,,,,
206476,6,613.8452,,,,,,,,,,,,,,,
206477,6,614.1732,,,,,,,,,,,,,,,
206478,6,614.5013,,,,,,,,,,,,,,,
206479,6,614.8294,,,,,,,,,,,,,,,
206480,6,615.1575,,,,,,,,,,,,,,,
206481,6,615.4855,,,,,,,,,,,,,,,
206482,6,615.8137,,,,,,,,,,,,,,,
206483,6,616.1417,,,,,,,,,,,,,,,
206484,6,616.4698,,,,,,,,,,,,,,,
206485,6,616.7979,,,,,,,,,,,,,,,
206486,6,617.126,,,,,,,,,,,,,,,
206487,6,617.454,,,,,,,,,,,,,,,
206488,6,617.7822,,,,,,,,,,,,,,,
206489,6,618.1102,,,,,,,,,,,,,,,
206490,6,618.4383,,,36.0,,,,4.3,,,,,,,,
206491,6,618.7664,,,36.0,,,,3.8,,,,,,,,
206492,6,619.0945,,,36.0,,,,4.3,,,,,,,,
206493,6,619.4225,,,36.0,,,,4.6,,,,,,,,
206494,6,619.7507,,,36.0,,,,4.6,,,,,,,,
206495,6,620.0787,,,36.0,,,,4.3,,,,,,,,
206496,6,620.4068,,,36.0,,,,3.8,,,,,,,,
206497,6,620.7349,,,36.0,,,,4.1,,,,,,,,
206498,6,621.063,,,36.0,,,,4.3,,,,,,,,
206499,6,621.3911,,,36.0,,,,5.2,,,,,,,,
206500,6,621.7192,,,36.0,,,,5.7,,,,,,,,
206501,6,622.0472,,,36.0,,,,5.3,,,,,,,,
206502,6,622.3753,,,36.0,,,,4.6,,,,,,,,
206503,6,622.7034,,,36.0,,,,3.5,,,,,,,,
206504,6,623.0315,,,36.0,,,,4.5,,,,,,,,
206505,6,623.3596,,,36.0,,,,5.1,,,,,,,,
206506,6,623.6877,,,36.0,,,,4.1,,,,,,,,
206507,6,624.0157,,,36.0,,,,4.0,,,,,,,,
206508,6,624.3438,,,36.0,,,,5.1,,,,,,,,
206509,6,624.6719,,,36.0,,,,5.7,,,,,,,,
206510,6,625.0,,,36.0,,,,,,,,,,,,
206511,6,625.3281,,,36.0,,,,,,,,,,,,
206512,6,625.6562,,,36.0,,,,,,,,,,,,
206513,6,625.9843,,,36.0,,,,,,,,,,,,
206514,6,626.3123,,,36.0,,,,,,,,,,,,
206515,6,626.6404,,,36.0,,,,,,,,,,,,
206516,6,626.9685,,,36.0,,,,,,,,,,,,
206517,6,627.2966,,,36.0,,,,,,,,,,,,
206518,6,627.6247,,,36.0,,,,,,,,,,,,
206519,6,627.9528,,,36.0,,,,,,,,,,,,
206520,6,628.2808,,,36.0,,,,,,,,,,,,
206521,6,628.6089,,,36.0,,,,,,,,,,,,
206522,6,628.937,,,36.0,,,,,,,,,,,,
206523,6,629.2651,,,36.0,,,,,,,,,,,,
206524,6,629.5932,,,36.0,,,,,,,,,,,,
206525,6,629.9213,,,36.0,,,,,,,,,,,,
206526,6,630.2493,,,36.0,,,,,,,,,,,,
206527,6,630.5775,,,36.0,,,,,,,,,,,,
206528,6,630.9055,,,36.0,,,,,,,,,,,,
206529,6,631.2336,,,36.0,,,,,,,,,,,,
206530,6,631.5617,,,36.0,,,,,,,,,,,,
206531,6,631.8898,,,36.0,,,,,,,,,,,,
206532,6,632.2178,,,36.0,,,,,,,,,,,,
206533,6,632.546,,,36.0,,,,,,,,,,,,
206534,6,632.874,,,36.0,,,,,,,,,,,,
206535,6,633.2021,,,36.0,,,,,,,,,,,,
206536,6,633.5302,,,36.0,,,,,,,,,,,,
206537,6,633.8583,,,36.0,,,,,,,,,,,,
206538,6,634.1863,,,36.0,,,,,,,,,,,,
206539,6,634.5145,,,36.0,,,,,,,,,,,,
206540,6,634.8425,,,36.0,,,,,,,,,,,,
206541,6,635.1706,,,36.0,,,,,,,,,,,,
206542,6,635.4987,,,36.0,,,,,,,,,,,,
206543,6,635.8268,,,36.0,,,,,,,,,,,,
206544,6,636.1548,,,36.0,,,,,,,,,,,,
206545,6,636.4829,,,36.0,,,,,,,,,,,,
206546,6,636.811,,,36.0,,,,,,,,,,,,
206547,6,637.1391,,,36.0,,,,5.7,,,,,,,,
206548,6,637.4672,,,36.0,,,,5.4,,,,,,,,
206549,6,637.7953,,,36.0,,,,5.7,,,,,,,,
206550,6,638.1234,,,36.0,,,,5.8,,,,,,,,
206551,6,638.4514,,,36.0,,,,5.6,,,,,,,,
206552,6,638.7795,,,36.0,,,,4.9,,,,,,,,
206553,6,639.1076,,,36.0,,,,4.6,,,,,,,,
206554,6,639.4357,,,36.0,,,,5.4,,,,,,,,
206555,6,639.7638,,,36.0,,,,6.3,,,,,,,,
206556,6,640.0919,,,36.0,,,,4.9,,,,,,,,
206557,6,640.4199,,,36.0,,,,2.6,,,,,,,,
206558,6,640.748,,,36.0,,,,2.6,,,,,,,,
206559,6,641.0761,,,36.0,,,,3.3,,,,,,,,
206560,6,641.4042,,,36.0,,,,3.6,,,,,,,,
206561,6,641.7323,,,36.0,,,,4.1,,,,,,,,
206562,6,642.0604,,,36.0,,,,4.8,,,,,,,,
206563,6,642.3884,,,36.0,,,,4.4,,,,,,,,
206564,6,642.7166,,,36.0,,,,3.9,,,,,,,,
206565,6,643.0446,,,36.0,,,,3.8,,,,,,,,
206566,6,643.3727,,,36.0,,,,3.7,,,,,,,,
206567,6,643.7008,,,36.0,,,,3.9,,,,,,,,
206568,6,644.0289,,,36.0,,,,4.3,,,,,,,,
206569,6,644.3569,,,36.0,,,,4.4,,,,,,,,
206570,6,644.6851,,,36.0,,,,4.5,,,,,,,,
206571,6,645.0131,,,36.0,,,,4.2,,,,,,,,
206572,6,645.3412,,,36.0,,,,4.5,,,,,,,,
206573,6,645.6693,,,36.0,,,,4.9,,,,,,,,
206574,6,645.9974,,,36.0,,,,4.8,,,,,,,,
206575,6,646.3254,,,36.0,,,,4.5,,,,,,,,
206576,6,646.6536,,,36.0,,,,5.1,,,,,,,,
206577,6,646.9816,,,36.0,,,,4.7,,,,,,,,
206578,6,647.3097,,,36.0,,,,5.8,,,,,,,,
206579,6,647.6378,,,36.0,,,,6.5,,,,,,,,
206580,6,647.9659,,,36.0,,,,6.1,,,,,,,,
206581,6,648.2939,,,36.0,,,,5.2,,,,,,,,
206582,6,648.6221,,,36.0,,,,4.0,,,,,,,,
206583,6,648.9501,,,36.0,,,,4.8,,,,,,,,
206584,6,649.2782,,,36.0,,,,5.6,,,,,,,,
206585,6,649.6063,,,36.0,,,,5.3,,,,,,,,
206586,6,649.9344,,,36.0,,,,5.1,,,,,,,,
206587,6,650.2625,,,36.0,,,,4.7,,,,,,,,
206588,6,650.5906,,,36.0,,,,3.5,,,,,,,,
206589,6,650.9186,,,36.0,,,,3.4,,,,,,,,
206590,6,651.2467,,,36.0,,,,4.5,,,,,,,,
206591,6,651.5748,,,36.0,,,,4.9,,,,,,,,
206592,6,651.9029,,,36.0,,,,4.2,,,,,,,,
206593,6,652.231,,,36.0,,,,3.9,,,,,,,,
206594,6,652.5591,,,36.0,,,,3.7,,,,,,,,
206595,6,652.8871,,,36.0,,,,3.6,,,,,,,,
206596,6,653.2152,,,36.0,,,,4.4,,,,,,,,
206597,6,653.5433,,,36.0,,,,5.0,,,,,,,,
206598,6,653.8714,,,36.0,,,,4.7,,,,,,,,
206599,6,654.1995,,,36.0,,,,4.5,,,,,,,,
206600,6,654.5276,,,36.0,,,,4.0,,,,,,,,
206601,6,654.8557,,,36.0,,,,3.4,,,,,,,,
206602,6,655.1837,,,36.0,,,,3.9,,,,,,,,
206603,6,655.5118,,,36.0,,,,4.5,,,,,,,,
206604,6,655.8399,,,36.0,,,,4.6,,,,,,,,
206605,6,656.168,,,36.0,,,,4.9,,,,,,,,
206606,6,656.496,,,36.0,,,,4.1,,,,,,,,
206607,6,656.8242,,,36.0,,,,2.1,,,,,,,,
206608,6,657.1522,,,36.0,,,,2.6,,,,,,,,
206609,6,657.4803,,,36.0,,,,4.8,,,,,,,,
206610,6,657.8084,,,36.0,,,,5.0,,,,,,,,
206611,6,658.1365,,,36.0,,,,5.0,,,,,,,,
206612,6,658.4645,,,36.0,,,,5.0,,,,,,,,
206613,6,658.7927,,,36.0,,,,5.0,,,,,,,,
206614,6,659.1207,,,36.0,,,,5.0,,,,,,,,
206615,6,659.4488,,,36.0,,,,5.1,,,,,,,,
206616,6,659.7769,,,36.0,,,,5.3,,,,,,,,
206617,6,660.105,,,36.0,,,,4.9,,,,,,,,
206618,6,660.433,,,36.0,,,,4.5,,,,,,,,
206619,6,660.7612,,,36.0,,,,4.8,,,,,,,,
206620,6,661.0892,,,36.0,,,,5.4,,,,,,,,
206621,6,661.4173,,,36.0,,,,5.5,,,,,,,,
206622,6,661.7454,,,36.0,,,,5.9,,,,,,,,
206623,6,662.0735,,,36.0,,,,6.0,,,,,,,,
206624,6,662.4016,,,36.0,,,,6.5,,,,,,,,
206625,6,662.7297,,,36.0,,,,6.8,,,,,,,,
206626,6,663.0577,,,36.0,,,,5.8,,,,,,,,
206627,6,663.3858,,,36.0,,,,3.8,,,,,,,,
206628,6,663.7139,,,36.0,,,,3.5,,,,,,,,
206629,6,664.042,,,36.0,,,,1.9,,,,,,,,
206630,6,664.3701,,,36.0,,,,1.5,,,,,,,,
206631,6,664.6982,,,36.0,,,,1.7,,,,,,,,
206632,6,665.0262,,,36.0,,,,1.9,,,,,,,,
206633,6,665.3543,,,36.0,,,,1.9,,,,,,,,
206634,6,665.6824,,,36.0,,,,2.1,,,,,,,,
206635,6,666.0105,,,36.0,,,,2.2,,,,,,,,
206636,6,666.3386,,,36.0,,,,2.7,,,,,,,,
206637,6,666.6667,,,36.0,,,,3.0,,,,,,,,
206638,6,666.9948,,,36.0,,,,2.9,,,,,,,,
206639,6,667.3228,,,36.0,,,,2.8,,,,,,,,
206640,6,667.6509,,,36.0,,,,2.8,,,,,,,,
206641,6,667.979,,,36.0,,,,2.4,,,,,,,,
206642,6,668.3071,,,36.0,,,,2.3,,,,,,,,
206643,6,668.6352,,,36.0,,,,3.3,,,,,,,,
206644,6,668.9633,,,36.0,,,,5.2,,,,,,,,
206645,6,669.2913,,,36.0,,,,5.4,,,,,,,,
206646,6,669.6194,,,36.0,,,,5.4,,,,,,,,
206647,6,669.9475,,,36.0,,,,5.4,,,,,,,,
