,WELLNUM,DEPTH,DTC,DTS,BS,CALI,DEN,DENC,GR,NEU,PEF,RDEP,RMED,ROP,PHIF,SW,VSH
98986,3,646.3254,,,,,,,,,,,,,,,
98987,3,646.6536,,,,,,,,,,,,,,,
98988,3,646.9816,,,,,,,,,,,,,,,
98989,3,647.3097,,,,,,,,,,,,,,,
98990,3,647.6378,,,,,,,,,,,,,,,
98991,3,647.9659,,,,,,,,,,,,,,,
98992,3,648.2939,,,,,,,,,,,,,,,
98993,3,648.6221,,,,,,,,,,,,,,,
98994,3,648.9501,,,,,,,,,,,,,,,
98995,3,649.2782,,,,,,,3.7233,,,,,,,,
98996,3,649.6063,,,,,,,4.2916,,,,,,,,
98997,3,649.9344,,,,,,,4.5225,,,,,,,,
98998,3,650.2625,,,,,,,3.929,,,,,,,,
98999,3,650.5906,,,,,,,3.4818,,,,,,,,
99000,3,650.9186,,,,,,,3.5334,,,,,,,,
99001,3,651.2467,,,,,,,4.316,,,,,,,,
99002,3,651.5748,,,,,,,4.7421,,,,,,,,
99003,3,651.9029,,,,,,,3.6747,,,,,,,,
99004,3,652.231,,,,,,,3.5141,,,,,,,,
99005,3,652.5591,,,,,,,3.1187,,,,,,,,
99006,3,652.8871,,,,,,,2.9731,,,,,,,,
99007,3,653.2152,,,,,,,2.9673,,,,,,,,
99008,3,653.5433,,,,,,,2.3821,,,,,,,,
99009,3,653.8714,,,,,,,2.3225,,,,,,,,
99010,3,654.1995,,,,,,,2.5611,,,,,,,,
99011,3,654.5276,,,,,,,2.7604,,,,,,,,
99012,3,654.8557,,,,,,,2.6355,,,,,,,,
99013,3,655.1837,,,,,,,2.286,,,,,,,,
99014,3,655.5118,,,,,,,2.4012,,,,,,,,
99015,3,655.8399,,,,,,,2.272,,,,,,,,
99016,3,656.168,,,,,,,2.3265,,,,,,,,
99017,3,656.496,,,,,,,2.1342,,,,,,,,
99018,3,656.8242,,,,,,,2.041,,,,,,,,
99019,3,657.1522,,,,,,,1.6879,,,,,,,,
99020,3,657.4803,,,,,,,1.5289,,,,,,,,
99021,3,657.8084,,,,,,,1.6091,,,,,,,,
99022,3,658.1365,,,,,,,1.7032,,,,,,,,
99023,3,658.4645,,,,,,,1.3687,,,,,,,,
99024,3,658.7927,,,,,,,1.0959,,,,,,,,
99025,3,659.1207,,,,,,,0.9726,,,,,,,,
99026,3,659.4488,,,,,,,0.9485,,,,,,,,
99027,3,659.7769,,,,,,,0.7982,,,,,,,,
99028,3,660.105,,,,,,,0.5381,,,,,,,,
99029,3,660.433,,,,,,,0.2969,,,,,,,,
99030,3,660.7612,,,,,,,0.1488,,,,,,,,
99031,3,661.0892,,,,,,,0.2414,,,,,,,,
99032,3,661.4173,,,,,,,0.6243,,,,,,,,
99033,3,661.7454,,,,,,,0.8039,,,,,,,,
99034,3,662.0735,,,,,,,1.2543,,,,,,,,
99035,3,662.4016,,,,,,,1.3023,,,,,,,,
99036,3,662.7297,,,,,,,1.5804,,,,,,,,
99037,3,663.0577,,,,,,,1.8012,,,,,,,,
99038,3,663.3858,,,,,,,2.1594,,,,,,,,
99039,3,663.7139,,,,,,,2.245,,,,,,,,
99040,3,664.042,,,,,,,2.2008,,,,,,,,
99041,3,664.3701,,,,,,,2.2498,,,,,,,,
99042,3,664.6982,,,,,,,2.4849,,,,,,,,
99043,3,665.0262,,,,,,,2.9808,,,,,,,,
99044,3,665.3543,,,,,,,3.351,,,,,,,,
99045,3,665.6824,,,,,,,3.7232,,,,,,,,
99046,3,666.0105,,,,,,,4.1227,,,,,,,,
99047,3,666.3386,,,,,,,4.2129,,,,,,,,
99048,3,666.6667,,,,,,,4.084,,,,,,,,
99049,3,666.9948,,,,,,,4.4887,,,,,,,,
99050,3,667.3228,,,,,,,4.5396,,,,,,,,
99051,3,667.6509,,,,,,,4.6557,,,,,,,,
99052,3,667.979,,,,,,,4.9319,,,,,,,,
99053,3,668.3071,,,,,,,5.0257,,,,,,,,
99054,3,668.6352,,,,,,,4.842,,,,,,,,
99055,3,668.9633,,,,,,,4.497,,,,,,,,
99056,3,669.2913,,,,,,,4.1793,,,,,,,,
99057,3,669.6194,,,,,,,3.9954,,,,,,,,
99058,3,669.9475,,,,,,,3.9972,,,,,,,,
