,WELLNUM,DEPTH,DTC,DTS,BS,CALI,DEN,DENC,GR,NEU,PEF,RDEP,RMED,ROP,PHIF,SW,VSH
29754,1,646.3254,,,,,,,,,,,,,,,
29755,1,646.6536,,,,,,,,,,,,,,,
29756,1,646.9816,,,,,,,,,,,,,,,
29757,1,647.3097,,,,,,,,,,,,,,,
29758,1,647.6378,,,,,,,,,,,,,,,
29759,1,647.9659,,,,,,,,,,,,,,,
29760,1,648.2939,,,,,,,,,,,,,,,
29761,1,648.6221,,,,,,,,,,,,,,,
29762,1,648.9501,,,,,,,,,,,,,,,
29763,1,649.2782,,,,,,,3.7233,,,,,,,,
29764,1,649.6063,,,,,,,4.2916,,,,,,,,
29765,1,649.9344,,,,,,,4.5225,,,,,,,,
29766,1,650.2625,,,,,,,3.929,,,,,,,,
29767,1,650.5906,,,,,,,3.4818,,,,,,,,
29768,1,650.9186,,,,,,,3.5334,,,,,,,,
29769,1,651.2467,,,,,,,4.316,,,,,,,,
29770,1,651.5748,,,,,,,4.7421,,,,,,,,
29771,1,651.9029,,,,,,,3.6747,,,,,,,,
29772,1,652.231,,,,,,,3.5141,,,,,,,,
29773,1,652.5591,,,,,,,3.1187,,,,,,,,
29774,1,652.8871,,,,,,,2.9731,,,,,,,,
29775,1,653.2152,,,,,,,2.9673,,,,,,,,
29776,1,653.5433,,,,,,,2.3821,,,,,,,,
29777,1,653.8714,,,,,,,2.3225,,,,,,,,
29778,1,654.1995,,,,,,,2.5611,,,,,,,,
29779,1,654.5276,,,,,,,2.7604,,,,,,,,
29780,1,654.8557,,,,,,,2.6355,,,,,,,,
29781,1,655.1837,,,,,,,2.286,,,,,,,,
29782,1,655.5118,,,,,,,2.4012,,,,,,,,
29783,1,655.8399,,,,,,,2.272,,,,,,,,
29784,1,656.168,,,,,,,2.3265,,,,,,,,
29785,1,656.496,,,,,,,2.1342,,,,,,,,
29786,1,656.8242,,,,,,,2.041,,,,,,,,
29787,1,657.1522,,,,,,,1.6879,,,,,,,,
29788,1,657.4803,,,,,,,1.5289,,,,,,,,
29789,1,657.8084,,,,,,,1.6091,,,,,,,,
29790,1,658.1365,,,,,,,1.7032,,,,,,,,
29791,1,658.4645,,,,,,,1.3687,,,,,,,,
29792,1,658.7927,,,,,,,1.0959,,,,,,,,
29793,1,659.1207,,,,,,,0.9726,,,,,,,,
