,WELLNUM,DEPTH,DTC,DTS,BS,CALI,DEN,DENC,GR,NEU,PEF,RDEP,RMED,ROP,PHIF,SW,VSH
296098,8,710.5,,,,,,,,,,,,,,,
296099,8,711.0,,,,,,,,,,,,,,,
296100,8,711.5,,,,,,,11.64712,,,,,164.689,,,
296101,8,712.0,,,,,,,11.64712,,,,,168.208,,,
296102,8,712.5,,,,,,,13.58831,,,,,171.874,,,
296103,8,713.0,,,,,,,7.764747,,,,,59.809,,,
296104,8,713.5,,,,,,,11.64712,,,,,42.2841,,,
296105,8,714.0,,,,,,,11.64712,,,,,31.928,,,
296106,8,714.5,,,,,,,11.64712,,,,,26.415,,,
296107,8,715.0,,,,,,,5.82356,,,,,23.1199,,,
296108,8,715.5,,,,,,,5.82356,,,,,20.6694,,,
296109,8,716.0,,,,,,,5.82356,,,,,18.6573,,,
296110,8,716.5,,,,,,,3.882374,,,,,16.9334,,,
296111,8,717.0,,,,,,,5.82356,,,,,15.7672,,,
296112,8,717.5,,,,,,,3.882374,,,,,14.8995,,,
296113,8,718.0,,,,,,,7.764747,,,,,16.6518,,,
296114,8,718.5,,,,,,,5.176498,,,,,17.6421,,,
296115,8,719.0,,,,,,,5.82356,,,,,19.083,,,
296116,8,719.5,,,,,,,3.882374,,,,,20.2943,,,
296117,8,720.0,,,,,,,9.058871,,,,,21.1248,,,
296118,8,720.5,,,,,,,5.82356,,,,,21.9508,,,
296119,8,721.0,,,,,,,6.470623,,,,,22.8877,,,
296120,8,721.5,,,,,,,7.764747,,,,,23.257,,,
296121,8,722.0,,,,,,,5.176498,,,,,23.4894,,,
296122,8,722.5,,,,,,,7.764747,,,,,20.0695,,,
296123,8,723.0,,,,,,,9.705934,,,,,12.1081,,,
296124,8,723.5,,,,,,,15.52949,,,,,9.94877,,,
296125,8,724.0,,,,,,,12.94125,,,,,9.54825,,,
296126,8,724.5,,,,,,,15.52949,,,,,9.31232,,,
296127,8,725.0,,,,,,,17.47068,,,,,9.12244,,,
296128,8,725.5,,,,,,,15.52949,,,,,8.96724,,,
296129,8,726.0,,,,,,,22.00012,,,,,8.8196,,,
296130,8,726.5,,,,,,,19.41187,,,,,8.79279,,,
296131,8,727.0,,,,,,,21.35305,,,,,8.39752,,,
296132,8,727.5,,,,,,,27.17662,,,,,8.55007,,,
296133,8,728.0,,,,,,,21.35305,,,,,11.7033,,,
296134,8,728.5,,,,,,,21.35305,,,,,14.6766,,,
296135,8,729.0,,,,,,,13.58831,,,,,15.4548,,,
296136,8,729.5,,,,,,,15.52949,,,,,16.0952,,,
296137,8,730.0,,,,,,,11.64712,,,,,16.7359,,,
296138,8,730.5,,,,,,,11.64712,,,,,17.4751,,,
296139,8,731.0,,,,,,,7.764747,,,,,18.4087,,,
296140,8,731.5,,,,,,,3.882374,,,,,19.52,,,
296141,8,732.0,,,,,,,11.64712,,,,,22.8432,,,
296142,8,732.5,,,,,,,11.64712,,,,,27.1777,,,
296143,8,733.0,,,,,,,11.64712,,,,,30.0155,,,
296144,8,733.5,,,,,,,10.353,,,,,32.8067,,,
296145,8,734.0,,,,,,,9.058871,,,,,36.0945,,,
296146,8,734.5,,,,,,,7.764747,,,,,38.7129,,,
296147,8,735.0,,,,,,,9.705934,,,,,41.3094,,,
296148,8,735.5,,,,,,,11.64712,,,,,41.552,,,
296149,8,736.0,,,,,,,13.58831,,,,,40.9652,,,
296150,8,736.5,,,,,,,15.5295,,,,,39.9017,,,
296151,8,737.0,,,,,,,17.47068,,,,,38.6379,,,
296152,8,737.5,,,,,,,19.41187,,,,,37.4213,,,
296153,8,738.0,,,,,,,20.70599,,,,,36.0967,,,
296154,8,738.5,,,,,,,22.00012,,,,,26.7404,,,
296155,8,739.0,,,,,,,23.29424,,,,,24.4962,,,
296156,8,739.5,,,,,,,25.23543,,,,,22.1804,,,
296157,8,740.0,,,,,,,27.17662,,,,,20.2826,,,
296158,8,740.5,,,,,,,33.00018,,,,,19.0247,,,
296159,8,741.0,,,,,,,38.82373,,,,,17.9278,,,
296160,8,741.5,,,26.0,,,,40.11786,,,,,16.9634,,,
296161,8,742.0,,,26.0,,,,41.41198,,,,,16.0963,,,
296162,8,742.5,,,26.0,,,,42.70611,,,,,15.5425,,,
296163,8,743.0,,,26.0,,,,48.52967,,,,,15.038,,,
296164,8,743.5,,,26.0,,,,54.35323,,,,,13.309,,,
296165,8,744.0,,,26.0,,,,58.2356,,,,,13.5212,,,
296166,8,744.5,,,26.0,,,,62.11798,,,,,13.4584,,,
296167,8,745.0,,,26.0,,,,60.17679,,,,,13.3981,,,
296168,8,745.5,,,26.0,,,,60.17679,,,,,13.5852,,,
296169,8,746.0,,,26.0,,,,62.11798,,,,,13.8343,,,
296170,8,746.5,,,26.0,,,,64.05917,,,,,14.0845,,,
296171,8,747.0,,,26.0,,,,62.11798,,,,,14.3785,,,
296172,8,747.5,,,26.0,,,,62.11798,,,,,14.6613,,,
296173,8,748.0,,,26.0,,,,58.2356,,,,,14.9481,,,
296174,8,748.5,,,26.0,,,,62.11798,,,,,19.7317,,,
296175,8,749.0,,,26.0,,,,69.88272,,,,,19.8004,,,
296176,8,749.5,,,26.0,,,,66.00035,,,,,20.9175,,,
296177,8,750.0,,,26.0,,,,62.11798,,,,,22.169,,,
296178,8,750.5,,,26.0,,,,62.11798,,,,,22.7938,,,
296179,8,751.0,,,26.0,,,,62.11798,,,,,23.4682,,,
296180,8,751.5,,,26.0,,,,62.11798,,,,,24.4363,,,
296181,8,752.0,,,26.0,,,,62.11798,,,,,24.8524,,,
296182,8,752.5,,,26.0,,,,62.11798,,,,,24.6786,,,
296183,8,753.0,,,26.0,,,,62.11798,,,,,24.4511,,,
296184,8,753.5,,,26.0,,,,54.35323,,,,,24.2237,,,
296185,8,754.0,,,26.0,,,,58.2356,,,,,24.071,,,
296186,8,754.5,,,26.0,,,,62.11798,,,,,23.9484,,,
296187,8,755.0,,,26.0,,,,62.11798,,,,,23.7466,,,
296188,8,755.5,,,26.0,,,,77.64747,,,,,23.6169,,,
296189,8,756.0,,,26.0,,,,77.64747,,,,,23.3591,,,
296190,8,756.5,,,26.0,,,,71.82391,,,,,22.8811,,,
296191,8,757.0,,,26.0,,,,66.00035,,,,,22.8098,,,
296192,8,757.5,,,26.0,,,,54.35323,,,,,22.8284,,,
296193,8,758.0,,,26.0,,,,58.2356,,,,,22.8543,,,
