,WELLNUM,DEPTH,DTC,DTS,BS,CALI,DEN,DENC,GR,NEU,PEF,RDEP,RMED,ROP,PHIF,SW,VSH
64115,2,646.3254,,,,,,,,,,,,,,,
64116,2,646.6536,,,,,,,,,,,,,,,
64117,2,646.9816,,,,,,,,,,,,,,,
64118,2,647.3097,,,,,,,,,,,,,,,
64119,2,647.6378,,,,,,,,,,,,,,,
64120,2,647.9659,,,,,,,,,,,,,,,
64121,2,648.2939,,,,,,,,,,,,,,,
64122,2,648.6221,,,,,,,,,,,,,,,
64123,2,648.9501,,,,,,,,,,,,,,,
64124,2,649.2782,,,,,,,3.7233,,,,,,,,
64125,2,649.6063,,,,,,,4.2916,,,,,,,,
64126,2,649.9344,,,,,,,4.5225,,,,,,,,
64127,2,650.2625,,,,,,,3.929,,,,,,,,
64128,2,650.5906,,,,,,,3.4818,,,,,,,,
64129,2,650.9186,,,,,,,3.5334,,,,,,,,
64130,2,651.2467,,,,,,,4.316,,,,,,,,
64131,2,651.5748,,,,,,,4.7421,,,,,,,,
64132,2,651.9029,,,,,,,3.6747,,,,,,,,
64133,2,652.231,,,,,,,3.5141,,,,,,,,
64134,2,652.5591,,,,,,,3.1187,,,,,,,,
64135,2,652.8871,,,,,,,2.9731,,,,,,,,
64136,2,653.2152,,,,,,,2.9673,,,,,,,,
64137,2,653.5433,,,,,,,2.3821,,,,,,,,
64138,2,653.8714,,,,,,,2.3225,,,,,,,,
64139,2,654.1995,,,,,,,2.5611,,,,,,,,
64140,2,654.5276,,,,,,,2.7604,,,,,,,,
64141,2,654.8557,,,,,,,2.6355,,,,,,,,
64142,2,655.1837,,,,,,,2.286,,,,,,,,
64143,2,655.5118,,,,,,,2.4012,,,,,,,,
64144,2,655.8399,,,,,,,2.272,,,,,,,,
64145,2,656.168,,,,,,,2.3265,,,,,,,,
64146,2,656.496,,,,,,,2.1342,,,,,,,,
64147,2,656.8242,,,,,,,2.041,,,,,,,,
64148,2,657.1522,,,,,,,1.6879,,,,,,,,
64149,2,657.4803,,,,,,,1.5289,,,,,,,,
64150,2,657.8084,,,,,,,1.6091,,,,,,,,
64151,2,658.1365,,,,,,,1.7032,,,,,,,,
64152,2,658.4645,,,,,,,1.3687,,,,,,,,
64153,2,658.7927,,,,,,,1.0959,,,,,,,,
64154,2,659.1207,,,,,,,0.9726,,,,,,,,
64155,2,659.4488,,,,,,,0.9485,,,,,,,,
