,WELLNUM,DEPTH,DTC,DTS,BS,CALI,DEN,DENC,GR,NEU,PEF,RDEP,RMED,ROP,PHIF,SW,VSH
129056,3,10511.81,97.363,,8.5,8.6637,2.4668,0.0401,133.173,0.3168,5.8408,1.5349,1.4633,25.6686,,,1.0
129057,3,10512.14,96.8333,180.3605,8.5,8.6468,2.4704,0.0375,128.992,0.302,5.8189,1.5335,1.4766,25.9583,,,0.9919
129058,3,10512.47,96.2449,180.0257,8.5,8.6383,2.4793,0.0365,128.191,0.2965,5.7534,1.5266,1.4689,26.248,,,0.9855
129059,3,10512.79,95.8081,180.1175,8.5,8.5791,2.4897,0.0361,129.123,0.2984,5.6114,1.5168,1.4565,26.5378,,,0.993
129060,3,10513.12,95.4895,180.3516,8.5,8.5791,2.4979,0.0355,128.48,0.3011,5.4444,1.5178,1.4556,26.8574,,,0.9878
129061,3,10513.45,95.3393,180.7431,8.5,8.5537,2.5016,0.0344,127.354,0.3048,5.3327,1.4969,1.41,27.1771,,,0.9788
129062,3,10513.78,95.4275,181.5117,8.5,8.5284,2.5018,0.0336,129.606,0.2983,5.3164,1.4804,1.3797,27.4968,,,0.9969
129063,3,10514.11,95.6334,182.1972,8.5,8.596,2.5003,0.0335,131.672,0.2896,5.3746,1.4824,1.3786,27.6454,,,1.0
129064,3,10514.44,95.9953,182.578,8.5,8.613,2.4988,0.0342,132.574,0.2845,5.4654,1.4853,1.3944,27.7941,,,1.0
129065,3,10514.76,96.3596,182.8756,8.5,8.613,2.4982,0.036,131.212,0.2832,5.573,1.4889,1.3891,27.9427,,,1.0
129066,3,10515.09,96.7069,183.215,8.5,8.6637,2.4991,0.0391,131.872,0.2852,5.6941,1.483,1.3797,27.4075,,,1.0
129067,3,10515.42,97.009,183.7141,8.5,8.596,2.501,0.044,130.858,0.2922,5.8759,1.4856,1.3743,26.8723,,,1.0
129068,3,10515.75,97.0695,184.4466,8.5,8.613,2.5014,0.0493,133.611,0.2983,6.1423,1.4896,1.3813,26.3372,,,1.0
129069,3,10516.08,96.9829,185.1649,8.5,8.6214,2.498,0.0526,133.931,0.3064,6.4626,1.5182,1.4364,26.0098,,,1.0
129070,3,10516.4,96.6677,185.5859,8.5,8.6637,2.4916,0.0527,132.89,0.318,6.7219,1.5439,1.4975,25.6825,,,1.0
129071,3,10516.73,96.2178,185.7715,8.5,8.6637,2.4851,0.0496,132.777,0.3258,6.7961,1.5672,1.5405,25.3551,,,1.0
129072,3,10517.06,95.7344,185.7198,8.5,8.6637,2.4813,0.0457,136.222,0.3264,6.708,1.5853,1.571,25.312,,,1.0
129073,3,10517.39,95.3488,185.0459,8.5,8.613,2.4803,0.0431,140.978,0.3202,6.5632,1.5904,1.57,25.2689,,,1.0
129074,3,10517.72,95.2408,184.3169,8.5,8.6383,2.4805,0.0426,138.582,0.3141,6.4284,1.5864,1.5661,25.2259,,,1.0
129075,3,10518.04,95.3274,183.5996,8.5,8.5284,2.4806,0.0441,137.659,0.3121,6.35,1.597,1.5832,25.4382,,,1.0
129076,3,10518.37,95.7402,183.138,8.5,8.5791,2.4795,0.0459,135.977,0.308,6.338,1.6215,1.6485,25.6505,,,1.0
129077,3,10518.7,96.3427,183.063,8.5,8.5791,2.4768,0.0464,139.316,0.3146,6.4028,1.6155,1.6706,25.8629,,,1.0
129078,3,10519.03,97.0682,183.2834,8.5,8.5537,2.4731,0.0457,146.241,0.3166,6.5262,1.5867,1.6109,26.1538,,,1.0
129079,3,10519.36,97.8208,184.0229,8.5,8.5791,2.4705,0.0448,150.2,0.319,6.628,1.5623,1.5352,26.4447,,,1.0
129080,3,10519.68,98.5394,185.0089,8.5,8.6637,2.4696,0.0445,151.129,0.3136,6.6417,1.546,1.5017,26.7356,,,1.0
129081,3,10520.01,99.2273,186.1913,8.5,8.6637,2.47,0.0443,149.327,0.3135,6.5593,1.5349,1.4808,26.7852,,,1.0
129082,3,10520.34,99.8094,187.5129,8.5,8.6637,2.4707,0.0437,147.764,0.3161,6.4145,1.5205,1.451,26.8347,,,1.0
129083,3,10520.67,100.326,188.7895,8.5,8.613,2.4701,0.042,145.958,0.3231,6.2306,1.5063,1.426,26.8843,,,1.0
129084,3,10521.0,100.784,190.0341,8.5,8.613,2.4672,0.0388,145.15,0.3242,5.9952,1.4986,1.4166,27.2394,,,1.0
129085,3,10521.33,101.078,190.8893,8.5,8.6214,2.4623,0.0344,148.762,0.3315,5.7457,1.4896,1.4223,27.5945,,,1.0
129086,3,10521.65,101.31,191.5701,8.5,8.5537,2.458,0.0299,149.27,0.3363,5.536,1.4797,1.4078,27.9495,,,1.0
129087,3,10521.98,101.466,192.0442,8.5,8.5791,2.4574,0.0265,149.227,0.3396,5.3921,1.4726,1.3907,28.1758,,,1.0
129088,3,10522.31,101.502,192.1317,8.5,8.5284,2.461,0.0252,150.148,0.3352,5.305,1.4555,1.3621,28.4021,,,1.0
129089,3,10522.64,101.504,192.0828,8.5,8.5791,2.4678,0.0272,148.33,0.3322,5.2816,1.4507,1.3553,28.6283,,,1.0
129090,3,10522.97,101.469,191.8773,8.5,8.5791,2.4748,0.032,144.486,0.3281,5.3462,1.4577,1.3759,28.8761,,,1.0
129091,3,10523.29,101.375,191.5003,8.5,8.5791,2.4789,0.0376,147.079,0.3252,5.5117,1.4565,1.3713,29.1238,,,1.0
129092,3,10523.62,101.265,191.0849,8.5,8.6214,2.479,0.0415,150.956,0.3187,5.724,1.4425,1.3532,29.3716,,,1.0
129093,3,10523.95,101.14,190.6384,8.5,8.6976,2.4762,0.0432,151.246,0.3161,5.8994,1.44,1.3454,29.5791,,,1.0
129094,3,10524.28,101.02,190.2767,8.5,8.6976,2.4725,0.0432,152.159,0.318,5.9907,1.4438,1.3592,29.7866,,,1.0
129095,3,10524.61,100.92,189.9797,8.5,8.6553,2.4694,0.0427,153.298,0.3269,6.0145,1.4476,1.3762,29.9941,,,1.0
129096,3,10524.93,100.861,189.7858,8.5,8.5284,2.4676,0.0416,150.128,0.3355,6.0199,1.4571,1.4119,30.0099,,,1.0
129097,3,10525.26,100.861,189.6346,8.5,8.613,2.4665,0.0393,147.828,0.3263,6.0436,1.4457,1.3902,30.0257,,,1.0
129098,3,10525.59,100.898,189.5091,8.5,8.6806,2.4656,0.0361,149.177,0.3242,6.0643,1.4457,1.386,30.0415,,,1.0
129099,3,10525.92,100.997,189.4229,8.5,8.6637,2.4654,0.0334,147.813,0.3202,6.0359,1.4693,1.4443,30.02,,,1.0
129100,3,10526.25,101.133,189.4513,8.5,8.5791,2.4667,0.032,145.755,0.3197,5.9361,1.4629,1.4223,29.9985,,,1.0
129101,3,10526.58,101.275,189.5699,8.5,8.6806,2.4692,0.032,145.447,0.3192,5.8064,1.4419,1.3783,29.977,,,1.0
129102,3,10526.9,101.39,189.866,8.5,8.5791,2.4711,0.0319,142.693,0.3271,5.6764,1.4438,1.3959,29.9931,,,1.0
129103,3,10527.23,101.479,190.2445,8.5,8.6637,2.472,0.0314,139.677,0.3292,5.5678,1.4574,1.4374,30.0092,,,1.0
129104,3,10527.56,101.542,190.6693,8.5,8.5284,2.4726,0.0312,138.605,0.3277,5.4953,1.4381,1.3826,30.0253,,,1.0
129105,3,10527.89,101.536,191.1477,8.5,8.5284,2.4747,0.0322,136.881,0.326,5.4561,1.4025,1.3237,30.004,,,1.0
129106,3,10528.21,101.502,191.5827,8.5,8.4776,2.4775,0.0341,134.312,0.3264,5.4305,1.3816,1.2532,29.9827,,,1.0
129107,3,10528.54,101.453,191.9624,8.5,8.503,2.4797,0.035,133.973,0.3252,5.4062,1.3935,1.2735,29.9613,,,1.0
129108,3,10528.87,101.42,192.1271,8.5,8.4776,2.4803,0.0336,134.567,0.3222,5.3836,1.4116,1.326,29.9773,,,1.0
129109,3,10529.2,101.3,192.1386,8.5,8.5537,2.4799,0.0306,139.503,0.3135,5.3753,1.4238,1.3431,29.9932,,,1.0
129110,3,10529.53,101.123,192.0237,8.5,8.4861,2.48,0.0276,137.143,0.3152,5.3993,1.4189,1.3113,30.0092,,,1.0
129111,3,10529.86,100.943,191.6078,8.5,8.4776,2.4817,0.0264,133.889,0.3159,5.4441,1.4164,1.3024,29.9877,,,1.0
129112,3,10530.18,100.843,191.2307,8.5,8.5791,2.4849,0.0278,137.25,0.3151,5.5024,1.4335,1.3339,29.9663,,,1.0
129113,3,10530.51,100.811,190.8839,8.5,8.4776,2.4877,0.0309,139.98,0.3228,5.5728,1.4706,1.378,29.9448,,,1.0
129114,3,10530.84,100.864,190.5271,8.5,8.5791,2.4881,0.0335,138.433,0.3188,5.6512,1.4856,1.4072,29.9652,,,1.0
129115,3,10531.17,100.913,190.509,8.5,8.6806,2.4859,0.0334,135.9,0.3103,5.7532,1.5009,1.433,29.9855,,,1.0
129116,3,10531.5,100.959,190.8141,8.5,8.613,2.484,0.0305,133.053,0.3129,5.8933,1.528,1.4892,30.0058,,,1.0
129117,3,10531.82,101.132,191.2086,8.5,8.6637,2.4874,0.0284,133.088,0.3088,6.0095,1.5744,1.629,29.9938,,,1.0
129118,3,10532.15,101.332,191.7689,8.5,8.6637,2.4959,0.0295,135.478,0.3088,6.0179,1.5651,1.6267,29.9818,,,1.0
129119,3,10532.48,101.56,192.5196,8.5,8.5791,2.504,0.0327,136.666,0.3171,5.8969,1.4807,1.4594,29.9698,,,1.0
129120,3,10532.81,101.865,193.0677,8.5,8.613,2.5066,0.0347,137.357,0.3231,5.7061,1.4275,1.3655,29.995,,,1.0
129121,3,10533.14,102.177,193.6795,8.5,8.6637,2.5027,0.0342,132.674,0.3329,5.5559,1.3934,1.2837,30.0203,,,1.0
129122,3,10533.46,102.494,194.399,8.5,8.5791,2.4956,0.0327,133.285,0.3367,5.5361,1.3094,1.1493,30.0455,,,1.0
129123,3,10533.79,102.797,195.2024,8.5,8.6806,2.4898,0.0332,138.226,0.3295,5.6523,1.2988,1.1391,30.0336,,,1.0
129124,3,10534.12,103.064,196.0697,8.5,8.6637,2.486,0.0375,142.445,0.3351,5.8473,1.3139,1.1916,30.0217,,,1.0
129125,3,10534.45,103.271,197.0293,8.5,8.5791,2.4817,0.0435,145.961,0.3408,6.0516,1.3469,1.2965,30.0097,,,1.0
129126,3,10534.78,103.428,197.9771,8.5,8.596,2.4733,0.047,146.406,0.3502,6.2444,1.3589,1.3303,30.0257,,,1.0
129127,3,10535.11,103.659,198.7872,8.5,8.6806,2.4617,0.0448,145.12,0.3552,6.3571,1.3475,1.3292,30.0417,,,1.0
129128,3,10535.43,104.07,199.3089,8.5,8.6806,2.4514,0.0382,144.418,0.3626,6.2877,1.3321,1.2969,30.0578,,,1.0
129129,3,10535.76,104.373,199.6156,8.5,8.6976,2.4472,0.0319,143.815,0.3745,6.0351,1.1987,1.0443,30.0362,,,1.0
129130,3,10536.09,104.614,199.8102,8.5,8.5114,2.4477,0.0286,143.658,0.3811,5.7105,1.2132,0.9992,30.0146,,,1.0
129131,3,10536.42,104.761,199.8521,8.5,8.5537,2.4479,0.0276,145.891,0.3748,5.4221,1.3231,1.2253,29.9931,,,1.0
129132,3,10536.75,104.72,199.9057,8.5,8.4776,2.4437,0.0268,145.727,0.372,5.2302,1.3708,1.3296,30.0092,,,1.0
129133,3,10537.07,104.666,200.0172,8.5,8.4438,2.4356,0.0252,145.77,0.3643,5.1322,1.3722,1.2958,30.0254,,,1.0
129134,3,10537.4,104.787,200.3162,8.5,8.4184,2.4286,0.0247,144.234,0.3589,5.1343,1.3676,1.2992,30.0415,,,1.0
129135,3,10537.73,104.771,200.7029,8.5,8.393,2.4258,0.0268,146.096,0.3592,5.2151,1.404,1.332,30.0201,,,1.0
129136,3,10538.06,104.774,201.1403,8.5,8.4438,2.426,0.0311,146.69,0.3653,5.361,1.3965,1.2789,29.9987,,,1.0
129137,3,10538.39,105.14,201.6386,8.5,8.503,2.4262,0.0353,150.863,0.3677,5.5405,1.3917,1.2685,29.9772,,,1.0
129138,3,10538.71,105.305,201.9291,8.5,8.5537,2.4245,0.0377,156.257,0.3788,5.7103,1.4116,1.2868,29.9933,,,1.0
129139,3,10539.04,105.333,202.0863,8.5,8.5791,2.4234,0.0386,155.525,0.3782,5.8335,1.4428,1.3343,30.0093,,,1.0
