,WELLNUM,DEPTH,DTC,DTS,BS,CALI,DEN,DENC,GR,NEU,PEF,RDEP,RMED,ROP,PHIF,SW,VSH
204565,5,11729.0,88.0416,164.4883,8.5,8.6484,2.5151,0.0692,94.3059,0.2515,6.8231,1.7777,1.9596,19.948,0.087,1.0,0.773
204566,5,11729.33,87.9413,163.4838,8.5,8.6484,2.5143,0.0699,90.8153,0.254,6.8099,1.7734,1.9145,19.9486,0.088,1.0,0.742
204567,5,11729.66,87.7235,162.3372,8.5,8.6719,2.5105,0.067,90.682,0.2526,6.8252,1.6996,1.7746,19.8968,0.09,1.0,0.74
204568,5,11729.99,87.3798,161.031,8.5,8.6719,2.507,0.0625,92.6109,0.2483,6.841,1.6541,1.7661,19.845,0.092,1.0,0.758
204569,5,11730.32,87.7178,159.862,8.5,8.6719,2.5066,0.0587,94.9269,0.2434,6.8573,1.6404,1.7498,19.7932,0.092,1.0,0.778
204570,5,11730.64,88.0167,159.1964,8.5,8.6719,2.5102,0.0574,93.9358,0.2398,6.873,1.6381,1.7455,19.8462,0.09,1.0,0.769
204571,5,11730.97,88.2291,159.1773,8.5,8.6719,2.5162,0.0591,94.3904,0.2383,6.8832,1.6359,1.7413,19.8992,0.087,1.0,0.773
204572,5,11731.3,88.4983,160.0771,8.5,8.6719,2.5205,0.0614,94.2899,0.2382,6.8909,1.6415,1.7682,19.9522,0.084,1.0,0.772
204573,5,11731.63,88.7365,161.4038,8.5,8.6719,2.5196,0.0604,92.586,0.2389,6.8954,1.646,1.7832,19.9528,0.085,1.0,0.757
204574,5,11731.96,88.9174,163.2641,8.5,8.6719,2.5158,0.0551,93.5916,0.2387,6.9013,1.6111,1.7026,19.9534,0.087,1.0,0.766
204575,5,11732.28,89.033,165.4601,8.5,8.6719,2.5159,0.0496,92.8342,0.237,6.8988,1.5832,1.6156,19.9539,0.087,1.0,0.76
204576,5,11732.61,89.0766,167.7086,8.5,8.6719,2.5241,0.0493,93.644,0.2363,6.8849,1.5956,1.6389,19.9545,0.082,1.0,0.767
204577,5,11732.94,89.0009,169.9554,8.5,8.6719,2.5362,0.0548,93.5963,0.2382,6.8508,1.5899,1.6257,19.9551,0.075,1.0,0.766
204578,5,11733.27,88.9693,172.1009,8.5,8.6719,2.5434,0.062,93.5191,0.2425,6.8067,1.5688,1.5737,19.9557,0.07,1.0,0.766
204579,5,11733.6,88.9217,174.1318,8.5,8.6719,2.5393,0.0653,94.6292,0.248,6.7801,1.5665,1.5585,19.9564,0.073,1.0,0.775
204580,5,11733.92,88.8112,175.9398,8.5,8.6719,2.5285,0.0646,93.9572,0.2533,6.788,1.5684,1.5808,19.9571,0.079,1.0,0.77
204581,5,11734.25,88.9634,177.5182,8.5,8.6719,2.5192,0.0625,95.796,0.2577,6.8226,1.5789,1.6096,19.9577,0.085,1.0,0.786
204582,5,11734.58,89.1535,178.939,8.5,8.6719,2.5159,0.0613,98.7811,0.2617,6.8587,1.5783,1.6148,19.9583,0.087,1.0,0.812
204583,5,11734.91,89.2167,180.0865,8.5,8.6719,2.5165,0.0607,100.002,0.2659,6.8719,1.5743,1.6002,19.9588,0.086,1.0,0.823
204584,5,11735.24,89.2601,180.9542,8.5,8.6719,2.5173,0.0603,104.194,0.2691,6.874,1.5717,1.5814,19.9593,0.086,1.0,0.86
