,WELLNUM,DEPTH,DTC,DTS,BS,CALI,DEN,DENC,GR,NEU,PEF,RDEP,RMED,ROP,PHIF,SW,VSH
293826,7,14221.46,85.6265,141.2509,8.5,8.7031,2.4617,0.047,101.959,0.2292,6.8435,2.2279,2.4222,10.3573,0.119,1.0,0.844
293827,7,14221.79,84.7197,141.3882,8.5,8.7031,2.4797,0.0496,98.4098,0.2188,6.817,2.1386,2.2039,10.1477,0.109,1.0,0.814
293828,7,14222.11,83.7354,141.1619,8.5,8.7031,2.4973,0.0541,96.7457,0.2141,6.7921,2.0927,2.0889,9.9381,0.098,1.0,0.8
293829,7,14222.44,82.6788,140.3676,8.5,8.7031,2.5097,0.0575,96.1325,0.2138,6.7791,2.1241,2.1938,9.7285,0.091,1.0,0.794
293830,7,14222.77,81.457,139.5091,8.5,8.6875,2.514,0.057,95.0044,0.216,6.8001,2.1276,2.2615,10.0035,0.088,1.0,0.785
293831,7,14223.1,80.8347,138.8457,8.5,8.6719,2.5126,0.0525,94.8338,0.2137,6.8684,2.1058,2.249,10.2785,0.089,1.0,0.783
293832,7,14223.42,81.7421,138.6832,8.5,8.6719,2.5102,0.0465,92.6943,0.2088,6.9561,2.0908,2.2314,10.5535,0.09,1.0,0.765
293833,7,14223.75,82.1829,139.2329,8.5,8.6927,2.5105,0.0419,92.4721,0.2021,7.0194,2.0724,2.2312,11.5582,0.09,1.0,0.763
293834,7,14224.08,82.528,140.0592,8.5,8.6719,2.5159,0.041,90.8872,0.2026,7.0424,2.0146,2.1355,12.5629,0.087,1.0,0.749
293835,7,14224.41,83.0077,141.0831,8.5,8.6719,2.5261,0.0445,91.2116,0.2046,7.0373,1.9287,1.9419,13.5677,0.081,1.0,0.752
293836,7,14224.74,83.1927,141.4051,8.5,8.6719,2.5384,0.0517,92.591,0.2075,7.0187,1.7954,1.6662,14.5839,0.073,1.0,0.764
293837,7,14225.07,83.2766,141.2896,8.5,8.6719,2.5464,0.0589,93.7447,0.2099,6.994,1.8725,1.8847,15.6001,0.068,1.0,0.774
293838,7,14225.39,83.4104,140.4962,8.5,8.6719,2.5472,0.0632,92.8029,0.2117,6.9676,1.9454,2.135,16.6162,0.068,1.0,0.766
293839,7,14225.72,83.6835,139.684,8.5,8.6719,2.5435,0.0647,88.4121,0.2141,6.949,1.8524,1.9118,17.621,0.07,1.0,0.728
293840,7,14226.05,83.9967,138.8692,8.5,8.6719,2.5392,0.0649,87.2849,0.2179,6.9445,1.8154,1.8625,18.6258,0.073,1.0,0.718
293841,7,14226.38,84.1543,138.0902,8.5,8.6719,2.5372,0.0652,87.331,0.2224,6.9559,1.7918,1.8304,19.6306,0.074,1.0,0.718
293842,7,14226.71,84.2606,137.2851,8.5,8.6719,2.5371,0.066,88.8533,0.2255,6.9737,1.7659,1.8047,19.665,0.074,1.0,0.731
293843,7,14227.03,84.3158,136.4839,8.5,8.6719,2.5372,0.0669,91.8492,0.2259,6.9649,1.7453,1.7737,19.6994,0.074,1.0,0.757
293844,7,14227.36,84.1897,135.8541,8.5,8.6719,2.5365,0.0676,91.5148,0.2246,6.9074,1.734,1.7714,19.7338,0.074,1.0,0.754
293845,7,14227.69,84.0566,135.8764,8.5,8.6719,2.535,0.0675,91.785,0.2234,6.8087,1.7248,1.793,19.729,0.075,1.0,0.757
293846,7,14228.02,83.9217,136.3832,8.5,8.6719,2.5328,0.0667,91.7569,0.2233,6.7014,1.7285,1.8125,19.7241,0.077,1.0,0.757
293847,7,14228.35,83.842,137.0576,8.5,8.6719,2.5305,0.0654,90.3114,0.2244,6.6287,1.7288,1.8163,19.7193,0.078,1.0,0.744
293848,7,14228.67,83.7579,137.9855,8.5,8.6719,2.529,0.0641,89.5829,0.2265,6.6122,1.7193,1.7994,19.7311,0.079,1.0,0.738
293849,7,14229.0,83.6705,139.1302,8.5,8.6719,2.5299,0.0636,88.4159,0.2294,6.6373,1.722,1.8065,19.743,0.078,1.0,0.728
293850,7,14229.33,83.6081,139.9153,8.5,8.6719,2.5342,0.064,87.3805,0.2314,6.688,1.7281,1.8266,19.7549,0.076,1.0,0.719
