,WELLNUM,DEPTH,DTC,DTS,BS,CALI,DEN,DENC,GR,NEU,PEF,RDEP,RMED,ROP,PHIF,SW,VSH
161937,4,10574.15,,,8.5,8.5243,2.5113,0.0492,105.9,0.2888,7.0513,1.6795,1.7327,22.4778,0.0896,1.0,0.8752
161938,4,10574.47,,,8.5,8.5243,2.4992,0.0479,100.37,0.2908,7.0171,1.6748,1.7433,22.104,0.0969,1.0,0.8263
161939,4,10574.8,,,8.5,8.5243,2.4885,0.0447,95.9118,0.2928,6.9924,1.6715,1.7479,21.7302,0.1033,1.0,0.7868
161940,4,10575.13,,,8.5,8.5243,2.4836,0.0424,97.0329,0.2942,6.9774,1.6647,1.7344,21.4512,0.1063,1.0,0.7968
161941,4,10575.46,,,8.5,8.5406,2.4835,0.0418,94.3718,0.2949,6.9521,1.6487,1.7152,21.1722,0.1063,1.0,0.7732
161942,4,10575.79,,,8.5,8.5569,2.4844,0.0419,93.8561,0.2994,6.8938,1.6347,1.6765,20.8931,0.1058,1.0,0.7686
161943,4,10576.12,,,8.5,8.5569,2.4841,0.0399,94.0134,0.3048,6.8113,1.6306,1.6639,21.0533,0.106,1.0,0.77
161944,4,10576.44,,,8.5,8.5569,2.4823,0.0322,95.2562,0.3079,6.7552,1.6299,1.652,21.2134,0.107,1.0,0.781
161945,4,10576.77,,,8.5,8.5406,2.4814,0.0184,95.4895,0.3078,6.7681,1.6189,1.6448,21.3735,0.1076,1.0,0.7831
161946,4,10577.1,,,8.5,8.5243,2.4901,0.0066,93.5545,0.3004,6.8416,1.6223,1.6477,21.5603,0.1023,1.0,0.766
161947,4,10577.43,,,8.5,8.5243,2.5123,0.0074,90.2191,0.2903,6.9192,1.6189,1.6548,21.7472,0.089,1.0,0.7365
161948,4,10577.76,,,8.5,8.5243,2.5425,0.0233,88.6551,0.2815,6.9535,1.6271,1.6789,21.934,0.0708,1.0,0.7226
161949,4,10578.08,,,8.5,8.5243,2.5649,0.0439,89.3882,0.2757,6.939,1.6358,1.7043,22.1135,0.0573,1.0,0.7291
161950,4,10578.41,,,8.5,8.5243,2.5679,0.056,92.338,0.2733,6.8991,1.6251,1.6717,22.2931,0.0555,1.0,0.7552
161951,4,10578.74,,,8.5,8.5243,2.5553,0.0554,92.9494,0.2736,6.8577,1.6278,1.7008,22.4726,0.0631,1.0,0.7606
161952,4,10579.07,,,8.5,8.5243,2.5385,0.0453,93.2736,0.2754,6.8465,1.641,1.7621,22.5618,0.0732,1.0,0.7635
161953,4,10579.4,,,8.5,8.5243,2.5257,0.0308,94.9422,0.2773,6.8981,1.6523,1.7829,22.651,0.0809,1.0,0.7782
161954,4,10579.72,,,8.5,8.5243,2.5222,0.0182,95.8562,0.2776,7.014,1.6516,1.7754,22.7402,0.083,1.0,0.7863
161955,4,10580.05,,,8.5,8.5243,2.5308,0.0154,95.3923,0.2741,7.1215,1.6608,1.8035,22.7399,0.0778,1.0,0.7822
161956,4,10580.38,,,8.5,8.5569,2.55,0.0266,90.3472,0.2732,7.1506,1.6644,1.7894,22.7395,0.0663,1.0,0.7376
161957,4,10580.71,,,8.5,8.5243,2.569,0.045,89.0824,0.2702,7.1024,1.6686,1.7956,22.7391,0.0548,1.0,0.7264
161958,4,10581.04,,,8.5,8.5243,2.5742,0.0579,89.8349,0.2672,7.0398,1.6737,1.7862,22.8214,0.0517,1.0,0.7331
161959,4,10581.37,,,8.5,8.5243,2.5643,0.0603,90.8022,0.2636,7.0069,1.6658,1.7537,22.9038,0.0577,1.0,0.7416
161960,4,10581.69,,,8.5,8.5243,2.547,0.055,89.5971,0.2592,6.9919,1.6744,1.755,22.9861,0.0681,1.0,0.7309
161961,4,10582.02,,,8.5,8.5243,2.5327,0.0487,87.4196,0.2551,6.9568,1.6809,1.7577,23.0794,0.0767,1.0,0.7117
161962,4,10582.35,,,8.5,8.5243,2.5258,0.0449,89.0168,0.2523,6.9049,1.6798,1.7539,23.1726,0.0808,1.0,0.7258
161963,4,10582.68,,,8.5,8.5243,2.5246,0.0435,88.0111,0.2522,6.8692,1.6816,1.7519,23.2659,0.0816,1.0,0.7169
161964,4,10583.0,,,8.5,8.5243,2.527,0.0441,85.7253,0.2544,6.8675,1.6824,1.7653,23.4512,0.0801,1.0,0.6967
161965,4,10583.33,,,8.5,8.5243,2.53,0.0451,87.3866,0.2587,6.8843,1.6795,1.7592,23.6365,0.0783,1.0,0.7114
161966,4,10583.66,,,8.5,8.5243,2.5315,0.0449,88.6034,0.264,6.8989,1.686,1.7837,23.8218,0.0774,1.0,0.7222
161967,4,10583.99,,,8.5,8.5243,2.5321,0.0418,90.4203,0.2681,6.9331,1.6911,1.802,24.107,0.077,1.0,0.7382
161968,4,10584.32,,,8.5,8.5243,2.5344,0.0353,88.3361,0.2695,7.0279,1.6882,1.8131,24.3921,0.0757,1.0,0.7198
161969,4,10584.65,,,8.5,8.5243,2.5401,0.0269,87.3552,0.2688,7.1799,1.6871,1.8007,24.6772,0.0722,1.0,0.7111
