,WELLNUM,DEPTH,DTC,DTS,BS,CALI,DEN,DENC,GR,NEU,PEF,RDEP,RMED,ROP,PHIF,SW,VSH
202331,5,10996.06,69.9717,122.5235,8.5,8.625,2.5897,0.0648,20.3607,0.0975,7.9523,3.7223,4.4412,30.9611,,,
202332,5,10996.39,70.0284,122.5559,8.5,8.625,2.5902,0.0661,19.9043,0.0971,7.973,3.6974,4.3788,30.4452,,,
202333,5,10996.72,70.0916,122.4423,8.5,8.625,2.5919,0.0672,19.6879,0.0995,7.9541,3.6987,4.3585,29.9294,,,
202334,5,10997.05,70.1604,122.2922,8.5,8.5781,2.5933,0.0671,20.092,0.099,7.8993,3.7112,4.3775,29.4135,,,
202335,5,10997.38,70.2435,122.3603,8.5,8.5781,2.5942,0.0664,20.5962,0.0989,7.8252,3.6946,4.3487,27.6057,,,
202336,5,10997.7,70.3036,122.8535,8.5,8.5781,2.5949,0.0658,22.1546,0.0997,7.7552,3.714,4.3657,25.7979,,,
202337,5,10998.03,70.3542,123.6225,8.5,8.5781,2.5945,0.0649,24.7375,0.1008,7.6951,3.6974,4.3461,23.9901,,,
202338,5,10998.36,70.4467,124.5283,8.5,8.5781,2.594,0.0644,23.9078,0.1016,7.672,3.6781,4.3306,22.6653,,,
202339,5,10998.69,70.5148,125.4102,8.5,8.5781,2.5939,0.0641,23.2823,0.1019,7.679,3.6699,4.2806,21.3405,,,
202340,5,10999.02,70.5681,126.2613,8.5,8.5781,2.5939,0.0645,23.2328,0.1024,7.7023,3.647,4.2628,20.0157,,,
202341,5,10999.34,70.6866,126.8462,8.5,8.5781,2.5938,0.0655,24.7134,0.1035,7.7306,3.6255,4.2004,18.872,,,
202342,5,10999.67,70.7533,127.8667,8.5,8.5781,2.5921,0.0662,25.168,0.1048,7.7358,3.5831,4.1186,17.7282,,,
202343,5,11000.0,70.7729,129.2858,8.5,8.5781,2.5891,0.0659,24.6797,0.106,7.7097,3.5727,4.0929,16.5844,,,
202344,5,11000.33,70.8032,130.2538,8.5,8.5781,2.5863,0.0649,23.5927,0.1067,7.6727,3.5623,4.0621,16.7867,,,
202345,5,11000.66,70.8754,131.5117,8.5,8.5781,2.5852,0.0645,23.0625,0.107,7.659,3.5493,4.0177,16.9891,,,
202346,5,11000.98,70.9938,133.089,8.5,8.5781,2.5856,0.0653,22.4813,0.107,7.6742,3.5467,4.0346,17.1914,,,
202347,5,11001.31,71.1467,133.8586,8.5,8.5781,2.5858,0.0667,22.5644,0.107,7.6911,3.539,4.0259,17.4603,,,
202348,5,11001.64,71.2766,134.6738,8.5,8.5781,2.5838,0.0671,23.7034,0.1072,7.6906,3.5262,4.0027,17.7293,,,
202349,5,11001.97,71.3736,135.6061,8.5,8.5781,2.58,0.0658,25.0978,0.1075,7.6883,3.4857,3.9455,17.9982,,,
202350,5,11002.3,71.4359,136.8375,8.5,8.5781,2.5759,0.0634,26.3332,0.1079,7.6972,3.4707,3.8895,18.0601,,,
202351,5,11002.63,71.4316,137.527,8.5,8.5781,2.5731,0.0612,25.5472,0.1082,7.7186,3.4608,3.8514,18.122,,,
